grouped_linked_trip_mode,grouped_tour_mode,trips,purpose
WALK-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
PNR-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
KNR-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
TNC-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
TAXI,SCHOOLBUS,0.0,Ind-Maintenance
TNC-REG,SCHOOLBUS,0.0,Ind-Maintenance
TNC-SHARED,SCHOOLBUS,0.0,Ind-Maintenance
SCHOOLBUS,SCHOOLBUS,0.0,Ind-Maintenance
All,SCHOOLBUS,0.0,Ind-Maintenance
DRIVEALONE,All,6062755.0,Ind-Maintenance
SHARED2,All,2468730.0,Ind-Maintenance
SHARED3,All,1467993.0,Ind-Maintenance
WALK,All,1156537.0,Ind-Maintenance
BIKE,All,118965.0,Ind-Maintenance
WALK-TRANSIT,All,136529.0,Ind-Maintenance
PNR-TRANSIT,All,5419.0,Ind-Maintenance
KNR-TRANSIT,All,7125.0,Ind-Maintenance
TNC-TRANSIT,All,2161.0,Ind-Maintenance
TAXI,All,48560.0,Ind-Maintenance
TNC-REG,All,57532.0,Ind-Maintenance
TNC-SHARED,All,19656.0,Ind-Maintenance
SCHOOLBUS,All,0.0,Ind-Maintenance
All,All,11551962.0,Ind-Maintenance
DRIVEALONE,DRIVEALONE,2719373.0,Ind-Discretionary
SHARED2,DRIVEALONE,0.0,Ind-Discretionary
SHARED3,DRIVEALONE,0.0,Ind-Discretionary
WALK,DRIVEALONE,41579.0,Ind-Discretionary
BIKE,DRIVEALONE,0.0,Ind-Discretionary
WALK-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
PNR-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
KNR-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
TNC-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
TAXI,DRIVEALONE,0.0,Ind-Discretionary
TNC-REG,DRIVEALONE,0.0,Ind-Discretionary
TNC-SHARED,DRIVEALONE,0.0,Ind-Discretionary
SCHOOLBUS,DRIVEALONE,0.0,Ind-Discretionary
All,DRIVEALONE,2760952.0,Ind-Discretionary
DRIVEALONE,SHARED2,328760.0,Ind-Discretionary
SHARED2,SHARED2,1079782.0,Ind-Discretionary
SHARED3,SHARED2,0.0,Ind-Discretionary
WALK,SHARED2,29884.0,Ind-Discretionary
BIKE,SHARED2,0.0,Ind-Discretionary
WALK-TRANSIT,SHARED2,0.0,Ind-Discretionary
PNR-TRANSIT,SHARED2,0.0,Ind-Discretionary
KNR-TRANSIT,SHARED2,0.0,Ind-Discretionary
TNC-TRANSIT,SHARED2,0.0,Ind-Discretionary
TAXI,SHARED2,0.0,Ind-Discretionary
TNC-REG,SHARED2,0.0,Ind-Discretionary
TNC-SHARED,SHARED2,0.0,Ind-Discretionary
SCHOOLBUS,SHARED2,0.0,Ind-Discretionary
All,SHARED2,1438426.0,Ind-Discretionary
DRIVEALONE,SHARED3,117804.0,Ind-Discretionary
SHARED2,SHARED3,216516.0,Ind-Discretionary
SHARED3,SHARED3,895569.0,Ind-Discretionary
WALK,SHARED3,26520.0,Ind-Discretionary
BIKE,SHARED3,0.0,Ind-Discretionary
WALK-TRANSIT,SHARED3,0.0,Ind-Discretionary
PNR-TRANSIT,SHARED3,0.0,Ind-Discretionary
KNR-TRANSIT,SHARED3,0.0,Ind-Discretionary
TNC-TRANSIT,SHARED3,0.0,Ind-Discretionary
TAXI,SHARED3,0.0,Ind-Discretionary
TNC-REG,SHARED3,0.0,Ind-Discretionary
TNC-SHARED,SHARED3,0.0,Ind-Discretionary
SCHOOLBUS,SHARED3,0.0,Ind-Discretionary
All,SHARED3,1256409.0,Ind-Discretionary
DRIVEALONE,WALK,0.0,Ind-Discretionary
SHARED2,WALK,0.0,Ind-Discretionary
SHARED3,WALK,0.0,Ind-Discretionary
WALK,WALK,779991.0,Ind-Discretionary
BIKE,WALK,0.0,Ind-Discretionary
WALK-TRANSIT,WALK,0.0,Ind-Discretionary
PNR-TRANSIT,WALK,0.0,Ind-Discretionary
KNR-TRANSIT,WALK,0.0,Ind-Discretionary
TNC-TRANSIT,WALK,0.0,Ind-Discretionary
TAXI,WALK,0.0,Ind-Discretionary
TNC-REG,WALK,0.0,Ind-Discretionary
TNC-SHARED,WALK,0.0,Ind-Discretionary
SCHOOLBUS,WALK,0.0,Ind-Discretionary
All,WALK,779991.0,Ind-Discretionary
DRIVEALONE,BIKE,0.0,Ind-Discretionary
SHARED2,BIKE,0.0,Ind-Discretionary
SHARED3,BIKE,0.0,Ind-Discretionary
WALK,BIKE,0.0,Ind-Discretionary
BIKE,BIKE,103656.0,Ind-Discretionary
WALK-TRANSIT,BIKE,0.0,Ind-Discretionary
PNR-TRANSIT,BIKE,0.0,Ind-Discretionary
KNR-TRANSIT,BIKE,0.0,Ind-Discretionary
TNC-TRANSIT,BIKE,0.0,Ind-Discretionary
TAXI,BIKE,0.0,Ind-Discretionary
TNC-REG,BIKE,0.0,Ind-Discretionary
TNC-SHARED,BIKE,0.0,Ind-Discretionary
SCHOOLBUS,BIKE,0.0,Ind-Discretionary
All,BIKE,103656.0,Ind-Discretionary
DRIVEALONE,WALK-TRANSIT,0.0,Ind-Discretionary
SHARED2,WALK-TRANSIT,0.0,Ind-Discretionary
SHARED3,WALK-TRANSIT,0.0,Ind-Discretionary
WALK,WALK-TRANSIT,30628.0,Ind-Discretionary
BIKE,WALK-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,WALK-TRANSIT,86727.0,Ind-Discretionary
PNR-TRANSIT,WALK-TRANSIT,0.0,Ind-Discretionary
KNR-TRANSIT,WALK-TRANSIT,0.0,Ind-Discretionary
TNC-TRANSIT,WALK-TRANSIT,0.0,Ind-Discretionary
TAXI,WALK-TRANSIT,363.0,Ind-Discretionary
TNC-REG,WALK-TRANSIT,1592.0,Ind-Discretionary
TNC-SHARED,WALK-TRANSIT,895.0,Ind-Discretionary
SCHOOLBUS,WALK-TRANSIT,0.0,Ind-Discretionary
All,WALK-TRANSIT,120205.0,Ind-Discretionary
DRIVEALONE,PNR-TRANSIT,0.0,Ind-Discretionary
SHARED2,PNR-TRANSIT,0.0,Ind-Discretionary
SHARED3,PNR-TRANSIT,0.0,Ind-Discretionary
WALK,PNR-TRANSIT,0.0,Ind-Discretionary
BIKE,PNR-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,PNR-TRANSIT,0.0,Ind-Discretionary
PNR-TRANSIT,PNR-TRANSIT,3117.0,Ind-Discretionary
KNR-TRANSIT,PNR-TRANSIT,0.0,Ind-Discretionary
TNC-TRANSIT,PNR-TRANSIT,0.0,Ind-Discretionary
TAXI,PNR-TRANSIT,14.0,Ind-Discretionary
TNC-REG,PNR-TRANSIT,168.0,Ind-Discretionary
TNC-SHARED,PNR-TRANSIT,0.0,Ind-Discretionary
SCHOOLBUS,PNR-TRANSIT,0.0,Ind-Discretionary
All,PNR-TRANSIT,3300.0,Ind-Discretionary
DRIVEALONE,KNR-TRANSIT,0.0,Ind-Discretionary
SHARED2,KNR-TRANSIT,0.0,Ind-Discretionary
SHARED3,KNR-TRANSIT,0.0,Ind-Discretionary
WALK,KNR-TRANSIT,0.0,Ind-Discretionary
BIKE,KNR-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,KNR-TRANSIT,0.0,Ind-Discretionary
PNR-TRANSIT,KNR-TRANSIT,0.0,Ind-Discretionary
KNR-TRANSIT,KNR-TRANSIT,4605.0,Ind-Discretionary
TNC-TRANSIT,KNR-TRANSIT,0.0,Ind-Discretionary
TAXI,KNR-TRANSIT,69.0,Ind-Discretionary
TNC-REG,KNR-TRANSIT,429.0,Ind-Discretionary
TNC-SHARED,KNR-TRANSIT,106.0,Ind-Discretionary
SCHOOLBUS,KNR-TRANSIT,0.0,Ind-Discretionary
All,KNR-TRANSIT,5208.0,Ind-Discretionary
DRIVEALONE,TNC-TRANSIT,0.0,Ind-Discretionary
SHARED2,TNC-TRANSIT,0.0,Ind-Discretionary
SHARED3,TNC-TRANSIT,0.0,Ind-Discretionary
WALK,TNC-TRANSIT,0.0,Ind-Discretionary
BIKE,TNC-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
PNR-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
KNR-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
TNC-TRANSIT,TNC-TRANSIT,1311.0,Ind-Discretionary
TAXI,TNC-TRANSIT,0.0,Ind-Discretionary
TNC-REG,TNC-TRANSIT,198.0,Ind-Discretionary
TNC-SHARED,TNC-TRANSIT,0.0,Ind-Discretionary
SCHOOLBUS,TNC-TRANSIT,0.0,Ind-Discretionary
All,TNC-TRANSIT,1509.0,Ind-Discretionary
DRIVEALONE,TAXI,0.0,Ind-Discretionary
SHARED2,TAXI,2293.0,Ind-Discretionary
SHARED3,TAXI,3031.0,Ind-Discretionary
WALK,TAXI,960.0,Ind-Discretionary
BIKE,TAXI,0.0,Ind-Discretionary
WALK-TRANSIT,TAXI,0.0,Ind-Discretionary
PNR-TRANSIT,TAXI,0.0,Ind-Discretionary
KNR-TRANSIT,TAXI,0.0,Ind-Discretionary
TNC-TRANSIT,TAXI,0.0,Ind-Discretionary
TAXI,TAXI,28215.0,Ind-Discretionary
TNC-REG,TAXI,0.0,Ind-Discretionary
TNC-SHARED,TAXI,0.0,Ind-Discretionary
SCHOOLBUS,TAXI,0.0,Ind-Discretionary
All,TAXI,34499.0,Ind-Discretionary
DRIVEALONE,TNC-REG,0.0,Ind-Discretionary
SHARED2,TNC-REG,5265.0,Ind-Discretionary
SHARED3,TNC-REG,523.0,Ind-Discretionary
WALK,TNC-REG,12683.0,Ind-Discretionary
BIKE,TNC-REG,0.0,Ind-Discretionary
WALK-TRANSIT,TNC-REG,0.0,Ind-Discretionary
PNR-TRANSIT,TNC-REG,0.0,Ind-Discretionary
KNR-TRANSIT,TNC-REG,0.0,Ind-Discretionary
TNC-TRANSIT,TNC-REG,0.0,Ind-Discretionary
TAXI,TNC-REG,7968.0,Ind-Discretionary
TNC-REG,TNC-REG,32531.0,Ind-Discretionary
TNC-SHARED,TNC-REG,0.0,Ind-Discretionary
SCHOOLBUS,TNC-REG,0.0,Ind-Discretionary
All,TNC-REG,58970.0,Ind-Discretionary
DRIVEALONE,TNC-SHARED,0.0,Ind-Discretionary
SHARED2,TNC-SHARED,6014.0,Ind-Discretionary
SHARED3,TNC-SHARED,1420.0,Ind-Discretionary
WALK,TNC-SHARED,6864.0,Ind-Discretionary
BIKE,TNC-SHARED,0.0,Ind-Discretionary
WALK-TRANSIT,TNC-SHARED,0.0,Ind-Discretionary
PNR-TRANSIT,TNC-SHARED,0.0,Ind-Discretionary
KNR-TRANSIT,TNC-SHARED,0.0,Ind-Discretionary
TNC-TRANSIT,TNC-SHARED,0.0,Ind-Discretionary
TAXI,TNC-SHARED,0.0,Ind-Discretionary
TNC-REG,TNC-SHARED,7258.0,Ind-Discretionary
TNC-SHARED,TNC-SHARED,20336.0,Ind-Discretionary
SCHOOLBUS,TNC-SHARED,0.0,Ind-Discretionary
All,TNC-SHARED,41892.0,Ind-Discretionary
DRIVEALONE,SCHOOLBUS,0.0,Ind-Discretionary
SHARED2,SCHOOLBUS,0.0,Ind-Discretionary
SHARED3,SCHOOLBUS,0.0,Ind-Discretionary
WALK,SCHOOLBUS,0.0,Ind-Discretionary
BIKE,SCHOOLBUS,0.0,Ind-Discretionary
WALK-TRANSIT,SCHOOLBUS,0.0,Ind-Discretionary
PNR-TRANSIT,SCHOOLBUS,0.0,Ind-Discretionary
KNR-TRANSIT,SCHOOLBUS,0.0,Ind-Discretionary
TNC-TRANSIT,SCHOOLBUS,0.0,Ind-Discretionary
TAXI,SCHOOLBUS,0.0,Ind-Discretionary
TNC-REG,SCHOOLBUS,0.0,Ind-Discretionary
TNC-SHARED,SCHOOLBUS,0.0,Ind-Discretionary
SCHOOLBUS,SCHOOLBUS,0.0,Ind-Discretionary
All,SCHOOLBUS,0.0,Ind-Discretionary
DRIVEALONE,All,3165937.0,Ind-Discretionary
SHARED2,All,1309870.0,Ind-Discretionary
SHARED3,All,900543.0,Ind-Discretionary
WALK,All,929109.0,Ind-Discretionary
BIKE,All,103656.0,Ind-Discretionary
WALK-TRANSIT,All,86727.0,Ind-Discretionary
PNR-TRANSIT,All,3117.0,Ind-Discretionary
KNR-TRANSIT,All,4605.0,Ind-Discretionary
TNC-TRANSIT,All,1311.0,Ind-Discretionary
TAXI,All,36629.0,Ind-Discretionary
TNC-REG,All,42176.0,Ind-Discretionary
TNC-SHARED,All,21337.0,Ind-Discretionary
SCHOOLBUS,All,0.0,Ind-Discretionary
All,All,6605017.0,Ind-Discretionary
DRIVEALONE,DRIVEALONE,0.0,Joint-Maintenance
SHARED2,DRIVEALONE,0.0,Joint-Maintenance
SHARED3,DRIVEALONE,0.0,Joint-Maintenance
WALK,DRIVEALONE,0.0,Joint-Maintenance
BIKE,DRIVEALONE,0.0,Joint-Maintenance
WALK-TRANSIT,DRIVEALONE,0.0,Joint-Maintenance
PNR-TRANSIT,DRIVEALONE,0.0,Joint-Maintenance
KNR-TRANSIT,DRIVEALONE,0.0,Joint-Maintenance
TNC-TRANSIT,DRIVEALONE,0.0,Joint-Maintenance
TAXI,DRIVEALONE,0.0,Joint-Maintenance
TNC-REG,DRIVEALONE,0.0,Joint-Maintenance
TNC-SHARED,DRIVEALONE,0.0,Joint-Maintenance
SCHOOLBUS,DRIVEALONE,0.0,Joint-Maintenance
All,DRIVEALONE,0.0,Joint-Maintenance
DRIVEALONE,SHARED2,0.0,Joint-Maintenance
SHARED2,SHARED2,762456.0,Joint-Maintenance
SHARED3,SHARED2,0.0,Joint-Maintenance
WALK,SHARED2,2045.0,Joint-Maintenance
BIKE,SHARED2,0.0,Joint-Maintenance
WALK-TRANSIT,SHARED2,0.0,Joint-Maintenance
PNR-TRANSIT,SHARED2,0.0,Joint-Maintenance
KNR-TRANSIT,SHARED2,0.0,Joint-Maintenance
TNC-TRANSIT,SHARED2,0.0,Joint-Maintenance
TAXI,SHARED2,0.0,Joint-Maintenance
TNC-REG,SHARED2,0.0,Joint-Maintenance
TNC-SHARED,SHARED2,0.0,Joint-Maintenance
SCHOOLBUS,SHARED2,0.0,Joint-Maintenance
All,SHARED2,764501.0,Joint-Maintenance
DRIVEALONE,SHARED3,0.0,Joint-Maintenance
SHARED2,SHARED3,34633.0,Joint-Maintenance
SHARED3,SHARED3,237570.0,Joint-Maintenance
WALK,SHARED3,2131.0,Joint-Maintenance
BIKE,SHARED3,0.0,Joint-Maintenance
WALK-TRANSIT,SHARED3,0.0,Joint-Maintenance
PNR-TRANSIT,SHARED3,0.0,Joint-Maintenance
KNR-TRANSIT,SHARED3,0.0,Joint-Maintenance
TNC-TRANSIT,SHARED3,0.0,Joint-Maintenance
TAXI,SHARED3,0.0,Joint-Maintenance
TNC-REG,SHARED3,0.0,Joint-Maintenance
TNC-SHARED,SHARED3,0.0,Joint-Maintenance
SCHOOLBUS,SHARED3,0.0,Joint-Maintenance
All,SHARED3,274334.0,Joint-Maintenance
DRIVEALONE,WALK,0.0,Joint-Maintenance
SHARED2,WALK,0.0,Joint-Maintenance
SHARED3,WALK,0.0,Joint-Maintenance
WALK,WALK,35797.0,Joint-Maintenance
BIKE,WALK,0.0,Joint-Maintenance
WALK-TRANSIT,WALK,0.0,Joint-Maintenance
PNR-TRANSIT,WALK,0.0,Joint-Maintenance
KNR-TRANSIT,WALK,0.0,Joint-Maintenance
TNC-TRANSIT,WALK,0.0,Joint-Maintenance
TAXI,WALK,0.0,Joint-Maintenance
TNC-REG,WALK,0.0,Joint-Maintenance
TNC-SHARED,WALK,0.0,Joint-Maintenance
SCHOOLBUS,WALK,0.0,Joint-Maintenance
All,WALK,35797.0,Joint-Maintenance
DRIVEALONE,BIKE,0.0,Joint-Maintenance
SHARED2,BIKE,0.0,Joint-Maintenance
SHARED3,BIKE,0.0,Joint-Maintenance
WALK,BIKE,0.0,Joint-Maintenance
BIKE,BIKE,2671.0,Joint-Maintenance
WALK-TRANSIT,BIKE,0.0,Joint-Maintenance
PNR-TRANSIT,BIKE,0.0,Joint-Maintenance
KNR-TRANSIT,BIKE,0.0,Joint-Maintenance
TNC-TRANSIT,BIKE,0.0,Joint-Maintenance
TAXI,BIKE,0.0,Joint-Maintenance
TNC-REG,BIKE,0.0,Joint-Maintenance
TNC-SHARED,BIKE,0.0,Joint-Maintenance
SCHOOLBUS,BIKE,0.0,Joint-Maintenance
All,BIKE,2671.0,Joint-Maintenance
DRIVEALONE,WALK-TRANSIT,0.0,Joint-Maintenance
SHARED2,WALK-TRANSIT,0.0,Joint-Maintenance
SHARED3,WALK-TRANSIT,0.0,Joint-Maintenance
WALK,WALK-TRANSIT,537.0,Joint-Maintenance
BIKE,WALK-TRANSIT,0.0,Joint-Maintenance
WALK-TRANSIT,WALK-TRANSIT,10255.0,Joint-Maintenance
PNR-TRANSIT,WALK-TRANSIT,0.0,Joint-Maintenance
KNR-TRANSIT,WALK-TRANSIT,0.0,Joint-Maintenance
TNC-TRANSIT,WALK-TRANSIT,0.0,Joint-Maintenance
TAXI,WALK-TRANSIT,0.0,Joint-Maintenance
TNC-REG,WALK-TRANSIT,0.0,Joint-Maintenance
TNC-SHARED,WALK-TRANSIT,0.0,Joint-Maintenance
SCHOOLBUS,WALK-TRANSIT,0.0,Joint-Maintenance
All,WALK-TRANSIT,10792.0,Joint-Maintenance
DRIVEALONE,PNR-TRANSIT,0.0,Joint-Maintenance
SHARED2,PNR-TRANSIT,0.0,Joint-Maintenance
SHARED3,PNR-TRANSIT,0.0,Joint-Maintenance
WALK,PNR-TRANSIT,0.0,Joint-Maintenance
BIKE,PNR-TRANSIT,0.0,Joint-Maintenance
WALK-TRANSIT,PNR-TRANSIT,0.0,Joint-Maintenance
PNR-TRANSIT,PNR-TRANSIT,196.0,Joint-Maintenance
KNR-TRANSIT,PNR-TRANSIT,0.0,Joint-Maintenance
TNC-TRANSIT,PNR-TRANSIT,0.0,Joint-Maintenance
TAXI,PNR-TRANSIT,0.0,Joint-Maintenance
TNC-REG,PNR-TRANSIT,0.0,Joint-Maintenance
TNC-SHARED,PNR-TRANSIT,0.0,Joint-Maintenance
SCHOOLBUS,PNR-TRANSIT,0.0,Joint-Maintenance
All,PNR-TRANSIT,196.0,Joint-Maintenance
DRIVEALONE,KNR-TRANSIT,0.0,Joint-Maintenance
SHARED2,KNR-TRANSIT,0.0,Joint-Maintenance
SHARED3,KNR-TRANSIT,0.0,Joint-Maintenance
WALK,KNR-TRANSIT,0.0,Joint-Maintenance
BIKE,KNR-TRANSIT,0.0,Joint-Maintenance
WALK-TRANSIT,KNR-TRANSIT,0.0,Joint-Maintenance
PNR-TRANSIT,KNR-TRANSIT,0.0,Joint-Maintenance
KNR-TRANSIT,KNR-TRANSIT,718.0,Joint-Maintenance
TNC-TRANSIT,KNR-TRANSIT,0.0,Joint-Maintenance
TAXI,KNR-TRANSIT,0.0,Joint-Maintenance
TNC-REG,KNR-TRANSIT,0.0,Joint-Maintenance
TNC-SHARED,KNR-TRANSIT,0.0,Joint-Maintenance
SCHOOLBUS,KNR-TRANSIT,0.0,Joint-Maintenance
All,KNR-TRANSIT,718.0,Joint-Maintenance
DRIVEALONE,TNC-TRANSIT,0.0,Joint-Maintenance
SHARED2,TNC-TRANSIT,0.0,Joint-Maintenance
SHARED3,TNC-TRANSIT,0.0,Joint-Maintenance
WALK,TNC-TRANSIT,0.0,Joint-Maintenance
BIKE,TNC-TRANSIT,0.0,Joint-Maintenance
WALK-TRANSIT,TNC-TRANSIT,0.0,Joint-Maintenance
PNR-TRANSIT,TNC-TRANSIT,0.0,Joint-Maintenance
KNR-TRANSIT,TNC-TRANSIT,0.0,Joint-Maintenance
TNC-TRANSIT,TNC-TRANSIT,124.0,Joint-Maintenance
TAXI,TNC-TRANSIT,0.0,Joint-Maintenance
TNC-REG,TNC-TRANSIT,0.0,Joint-Maintenance
TNC-SHARED,TNC-TRANSIT,0.0,Joint-Maintenance
SCHOOLBUS,TNC-TRANSIT,0.0,Joint-Maintenance
All,TNC-TRANSIT,124.0,Joint-Maintenance
DRIVEALONE,TAXI,0.0,Joint-Maintenance
SHARED2,TAXI,0.0,Joint-Maintenance
SHARED3,TAXI,0.0,Joint-Maintenance
WALK,TAXI,0.0,Joint-Maintenance
BIKE,TAXI,0.0,Joint-Maintenance
WALK-TRANSIT,TAXI,0.0,Joint-Maintenance
PNR-TRANSIT,TAXI,0.0,Joint-Maintenance
KNR-TRANSIT,TAXI,0.0,Joint-Maintenance
TNC-TRANSIT,TAXI,0.0,Joint-Maintenance
TAXI,TAXI,772.0,Joint-Maintenance
TNC-REG,TAXI,0.0,Joint-Maintenance
TNC-SHARED,TAXI,0.0,Joint-Maintenance
SCHOOLBUS,TAXI,0.0,Joint-Maintenance
All,TAXI,772.0,Joint-Maintenance
DRIVEALONE,TNC-REG,0.0,Joint-Maintenance
SHARED2,TNC-REG,0.0,Joint-Maintenance
SHARED3,TNC-REG,0.0,Joint-Maintenance
WALK,TNC-REG,0.0,Joint-Maintenance
BIKE,TNC-REG,0.0,Joint-Maintenance
WALK-TRANSIT,TNC-REG,0.0,Joint-Maintenance
PNR-TRANSIT,TNC-REG,0.0,Joint-Maintenance
KNR-TRANSIT,TNC-REG,0.0,Joint-Maintenance
TNC-TRANSIT,TNC-REG,0.0,Joint-Maintenance
TAXI,TNC-REG,0.0,Joint-Maintenance
TNC-REG,TNC-REG,0.0,Joint-Maintenance
TNC-SHARED,TNC-REG,0.0,Joint-Maintenance
SCHOOLBUS,TNC-REG,0.0,Joint-Maintenance
All,TNC-REG,0.0,Joint-Maintenance
DRIVEALONE,TNC-SHARED,0.0,Joint-Maintenance
SHARED2,TNC-SHARED,0.0,Joint-Maintenance
SHARED3,TNC-SHARED,0.0,Joint-Maintenance
WALK,TNC-SHARED,241.0,Joint-Maintenance
BIKE,TNC-SHARED,0.0,Joint-Maintenance
WALK-TRANSIT,TNC-SHARED,0.0,Joint-Maintenance
PNR-TRANSIT,TNC-SHARED,0.0,Joint-Maintenance
KNR-TRANSIT,TNC-SHARED,0.0,Joint-Maintenance
TNC-TRANSIT,TNC-SHARED,0.0,Joint-Maintenance
TAXI,TNC-SHARED,0.0,Joint-Maintenance
TNC-REG,TNC-SHARED,0.0,Joint-Maintenance
TNC-SHARED,TNC-SHARED,567.0,Joint-Maintenance
SCHOOLBUS,TNC-SHARED,0.0,Joint-Maintenance
All,TNC-SHARED,808.0,Joint-Maintenance
DRIVEALONE,SCHOOLBUS,0.0,Joint-Maintenance
SHARED2,SCHOOLBUS,0.0,Joint-Maintenance
SHARED3,SCHOOLBUS,0.0,Joint-Maintenance
WALK,SCHOOLBUS,0.0,Joint-Maintenance
BIKE,SCHOOLBUS,0.0,Joint-Maintenance
WALK-TRANSIT,SCHOOLBUS,0.0,Joint-Maintenance
PNR-TRANSIT,SCHOOLBUS,0.0,Joint-Maintenance
KNR-TRANSIT,SCHOOLBUS,0.0,Joint-Maintenance
TNC-TRANSIT,SCHOOLBUS,0.0,Joint-Maintenance
TAXI,SCHOOLBUS,0.0,Joint-Maintenance
TNC-REG,SCHOOLBUS,0.0,Joint-Maintenance
TNC-SHARED,SCHOOLBUS,0.0,Joint-Maintenance
SCHOOLBUS,SCHOOLBUS,0.0,Joint-Maintenance
All,SCHOOLBUS,0.0,Joint-Maintenance
DRIVEALONE,All,0.0,Joint-Maintenance
SHARED2,All,797089.0,Joint-Maintenance
SHARED3,All,237570.0,Joint-Maintenance
WALK,All,40751.0,Joint-Maintenance
BIKE,All,2671.0,Joint-Maintenance
WALK-TRANSIT,All,10255.0,Joint-Maintenance
PNR-TRANSIT,All,196.0,Joint-Maintenance
KNR-TRANSIT,All,718.0,Joint-Maintenance
TNC-TRANSIT,All,124.0,Joint-Maintenance
TAXI,All,772.0,Joint-Maintenance
TNC-REG,All,0.0,Joint-Maintenance
TNC-SHARED,All,567.0,Joint-Maintenance
SCHOOLBUS,All,0.0,Joint-Maintenance
All,All,1090713.0,Joint-Maintenance
DRIVEALONE,DRIVEALONE,0.0,Joint-Discretionary
SHARED2,DRIVEALONE,0.0,Joint-Discretionary
SHARED3,DRIVEALONE,0.0,Joint-Discretionary
WALK,DRIVEALONE,0.0,Joint-Discretionary
BIKE,DRIVEALONE,0.0,Joint-Discretionary
WALK-TRANSIT,DRIVEALONE,0.0,Joint-Discretionary
PNR-TRANSIT,DRIVEALONE,0.0,Joint-Discretionary
KNR-TRANSIT,DRIVEALONE,0.0,Joint-Discretionary
TNC-TRANSIT,DRIVEALONE,0.0,Joint-Discretionary
TAXI,DRIVEALONE,0.0,Joint-Discretionary
TNC-REG,DRIVEALONE,0.0,Joint-Discretionary
TNC-SHARED,DRIVEALONE,0.0,Joint-Discretionary
SCHOOLBUS,DRIVEALONE,0.0,Joint-Discretionary
All,DRIVEALONE,0.0,Joint-Discretionary
DRIVEALONE,SHARED2,0.0,Joint-Discretionary
SHARED2,SHARED2,543861.0,Joint-Discretionary
SHARED3,SHARED2,0.0,Joint-Discretionary
WALK,SHARED2,4803.0,Joint-Discretionary
BIKE,SHARED2,0.0,Joint-Discretionary
WALK-TRANSIT,SHARED2,0.0,Joint-Discretionary
PNR-TRANSIT,SHARED2,0.0,Joint-Discretionary
KNR-TRANSIT,SHARED2,0.0,Joint-Discretionary
TNC-TRANSIT,SHARED2,0.0,Joint-Discretionary
TAXI,SHARED2,0.0,Joint-Discretionary
TNC-REG,SHARED2,0.0,Joint-Discretionary
TNC-SHARED,SHARED2,0.0,Joint-Discretionary
SCHOOLBUS,SHARED2,0.0,Joint-Discretionary
All,SHARED2,548664.0,Joint-Discretionary
DRIVEALONE,SHARED3,0.0,Joint-Discretionary
SHARED2,SHARED3,42183.0,Joint-Discretionary
SHARED3,SHARED3,237735.0,Joint-Discretionary
WALK,SHARED3,2454.0,Joint-Discretionary
BIKE,SHARED3,0.0,Joint-Discretionary
WALK-TRANSIT,SHARED3,0.0,Joint-Discretionary
PNR-TRANSIT,SHARED3,0.0,Joint-Discretionary
KNR-TRANSIT,SHARED3,0.0,Joint-Discretionary
TNC-TRANSIT,SHARED3,0.0,Joint-Discretionary
TAXI,SHARED3,0.0,Joint-Discretionary
TNC-REG,SHARED3,0.0,Joint-Discretionary
TNC-SHARED,SHARED3,0.0,Joint-Discretionary
SCHOOLBUS,SHARED3,0.0,Joint-Discretionary
All,SHARED3,282372.0,Joint-Discretionary
DRIVEALONE,WALK,0.0,Joint-Discretionary
SHARED2,WALK,0.0,Joint-Discretionary
SHARED3,WALK,0.0,Joint-Discretionary
WALK,WALK,53315.0,Joint-Discretionary
BIKE,WALK,0.0,Joint-Discretionary
WALK-TRANSIT,WALK,0.0,Joint-Discretionary
PNR-TRANSIT,WALK,0.0,Joint-Discretionary
KNR-TRANSIT,WALK,0.0,Joint-Discretionary
TNC-TRANSIT,WALK,0.0,Joint-Discretionary
TAXI,WALK,0.0,Joint-Discretionary
TNC-REG,WALK,0.0,Joint-Discretionary
TNC-SHARED,WALK,0.0,Joint-Discretionary
SCHOOLBUS,WALK,0.0,Joint-Discretionary
All,WALK,53315.0,Joint-Discretionary
DRIVEALONE,BIKE,0.0,Joint-Discretionary
SHARED2,BIKE,0.0,Joint-Discretionary
SHARED3,BIKE,0.0,Joint-Discretionary
WALK,BIKE,0.0,Joint-Discretionary
BIKE,BIKE,3314.0,Joint-Discretionary
WALK-TRANSIT,BIKE,0.0,Joint-Discretionary
PNR-TRANSIT,BIKE,0.0,Joint-Discretionary
